site,date,depth_m,diver,time,lesion_count
Atlantis,3/25/22,2,Cheyenna,3:17,1
Atlantis,3/25/22,2,Cheyenna,0:48,11
Atlantis,3/25/22,2,Cheyenna,3:20,1
Atlantis,3/25/22,2,Cheyenna,4:19,0
Atlantis,3/25/22,2,Cheyenna,1:36,0
Atlantis,3/25/22,2,Cheyenna,0:41,10
Atlantis,3/25/22,2,Cheyenna,1:04,22
Atlantis,3/25/22,2,Cheyenna,4:36,0
Atlantis,3/25/22,2,Cheyenna,1:15,1
Atlantis,3/25/22,2,Cheyenna,1:28,7
Atlantis,3/25/22,2,Cheyenna,0:13,3
Atlantis,3/25/22,2,Cheyenna,4:25,2
Atlantis,3/25/22,2,Cheyenna,1:11,8
Atlantis,3/25/22,2,Cheyenna,1:51,2
Atlantis,3/25/22,2,Remon,2:05,2
Atlantis,3/25/22,2,Remon,4:20,3
Atlantis,3/25/22,2,Remon,5:14,1
Atlantis,3/25/22,2,Remon,1:25,18
Atlantis,3/25/22,2,Remon,5:23,4
Atlantis,3/25/22,2,Remon,2:22,1
Atlantis,3/25/22,2,Remon,1:12,11
Atlantis,3/25/22,2,Remon,3:10,0
Atlantis,3/25/22,2,Remon,1:22,16
Atlantis,3/25/22,2,Remon,1:27,10
Atlantis,3/25/22,2,Remon,5:21,19
Atlantis,3/25/22,2,Remon,1:37,0
Atlantis,3/25/22,2,Remon,4:17,6
Atlantis,3/25/22,2,Remon,1:52,8
Atlantis,3/25/22,2,Remon,5:09,11
Atlantis,3/25/22,2,Remon,4:07,6
Atlantis,3/25/22,2,Remon,3:15,0
Atlantis,3/25/22,2,Remon,3:43,12
Atlantis,3/25/22,2,Remon,3:47,12
Atlantis,3/25/22,2,Remon,4:37,4
Atlantis,3/25/22,2,Remon,1:26,3
Atlantis,3/25/22,2,Remon,1:41,7
Atlantis,3/25/22,2,Remon,3:34,5
Atlantis,3/25/22,2,Remon,3:52,3
Atlantis,3/25/22,2,Remon,4:22,0
Atlantis,3/25/22,2,Remon,2:45,2
Atlantis,3/25/22,2,Remon,4:29,3
Atlantis,3/25/22,2,Remon,0:13,4
Atlantis,3/25/22,2,Remon,5:55,6
Atlantis,3/25/22,2,Remon,1:04,12
Atlantis,3/25/22,2,Remon,0:29,1
Atlantis,3/25/22,2,Remon,4:17,0
Atlantis,3/25/22,2,Remon,2:33,5
Atlantis,3/25/22,2,Remon,5:49,1
Atlantis,3/25/22,2,Remon,2:41,3
Atlantis,3/25/22,2,Remon,0:49,5
Atlantis,3/25/22,2,Remon,4:29,4
Atlantis,3/25/22,2,Remon,0:33,2
Atlantis,3/25/22,2,Remon,0:32,3
Atlantis,3/25/22,5,Cheyenna,3:09,7
Atlantis,3/25/22,5,Cheyenna,3:00,4
Atlantis,3/25/22,5,Cheyenna,0:18,3
Atlantis,3/25/22,5,Cheyenna,5:01,1
Atlantis,3/25/22,5,Cheyenna,2:28,2
Atlantis,3/25/22,5,Cheyenna,3:25,1
Atlantis,3/25/22,5,Cheyenna,1:39,0
Atlantis,3/25/22,5,Cheyenna,2:30,0
Atlantis,3/25/22,5,Cheyenna,0:18,4
Atlantis,3/25/22,5,Cheyenna,4:42,4
Atlantis,3/25/22,5,Cheyenna,4:51,1
Atlantis,3/25/22,5,Cheyenna,3:10,1
Atlantis,3/25/22,5,Cheyenna,0:54,0
Atlantis,3/25/22,5,Cheyenna,2:13,1
Atlantis,3/25/22,5,Cheyenna,5:08,5
Atlantis,3/25/22,5,Cheyenna,3:03,0
Atlantis,3/25/22,5,Cheyenna,0:58,1
Atlantis,3/25/22,5,Cheyenna,1:45,8
Atlantis,3/25/22,5,Cheyenna,3:23,3
Atlantis,3/25/22,5,Cheyenna,3:52,1
Atlantis,3/25/22,5,Cheyenna,4:46,4
Atlantis,3/25/22,5,Cheyenna,4:43,7
Atlantis,3/25/22,5,Cheyenna,2:24,4
Atlantis,3/25/22,5,Cheyenna,0:48,3
Atlantis,3/25/22,5,Cheyenna,2:57,0
Atlantis,3/25/22,5,Cheyenna,1:52,4
Atlantis,3/25/22,5,Cheyenna,1:41,11
Atlantis,3/25/22,5,Cheyenna,2:07,2
Atlantis,3/25/22,5,Cheyenna,2:38,3
Atlantis,3/25/22,5,Cheyenna,2:45,2
Atlantis,3/25/22,5,Cheyenna,3:03,0
Atlantis,3/25/22,5,Cheyenna,4:30,5
Atlantis,3/25/22,5,Cheyenna,3:24,2
Atlantis,3/25/22,5,Cheyenna,2:09,4
Atlantis,3/25/22,5,Cheyenna,4:23,11
Atlantis,3/25/22,5,Cheyenna,1:55,1
Atlantis,3/25/22,5,Cheyenna,3:24,3
Atlantis,3/25/22,5,Cheyenna,3:00,0
Atlantis,3/25/22,5,Cheyenna,0:39,3
Atlantis,3/25/22,5,Cheyenna,2:39,11
Atlantis,3/25/22,5,Cheyenna,3:55,0
Atlantis,3/25/22,5,Cheyenna,4:23,0
Atlantis,3/25/22,5,Remon,6:28,6
Atlantis,3/25/22,5,Remon,0:16,6
Atlantis,3/25/22,5,Remon,5:47,0
Atlantis,3/25/22,5,Remon,6:24,0
Atlantis,3/25/22,5,Remon,3:46,1
Atlantis,3/25/22,5,Remon,3:55,3
Atlantis,3/25/22,5,Remon,4:39,1
Atlantis,3/25/22,5,Remon,3:55,7
Atlantis,3/25/22,5,Remon,5:11,0
Atlantis,3/25/22,5,Remon,3:21,6
Atlantis,3/25/22,5,Remon,5:23,5
Atlantis,3/25/22,5,Remon,1:08,12
Atlantis,3/25/22,5,Remon,6:09,1
Atlantis,3/25/22,5,Remon,4:11,6
Atlantis,3/25/22,5,Remon,4:34,2
Atlantis,3/25/22,5,Remon,6:18,12
Atlantis,3/25/22,5,Remon,4:52,3
Atlantis,3/25/22,5,Remon,5:50,2
Atlantis,3/25/22,5,Remon,2:37,0
Atlantis,3/25/22,5,Remon,4:01,6
Blue Bay,3/31/22,2,Nicole,4:40,5
Blue Bay,3/31/22,2,Nicole,1:36,2
Blue Bay,3/31/22,2,Nicole,3:51,2
Blue Bay,3/31/22,2,Nicole,8:41,5
Blue Bay,3/31/22,2,Nicole,4:27,3
Blue Bay,3/31/22,2,Nicole,4:12,0
Blue Bay,3/31/22,2,Nicole,4:12,4
Blue Bay,3/31/22,2,Nicole,5:17,2
Blue Bay,3/31/22,2,Nicole,3:18,9
Blue Bay,3/31/22,2,Nicole,8:22,9
Blue Bay,3/31/22,2,Nicole,7:18,2
Blue Bay,3/31/22,2,Nicole,4:24,2
Blue Bay,3/31/22,2,Nicole,4:24,0
Blue Bay,3/31/22,2,Nicole,8:46,4
Blue Bay,3/31/22,2,Nicole,4:12,0
Blue Bay,3/31/22,2,Nicole,4:02,1
Blue Bay,3/31/22,2,Nicole,4:57,4
Blue Bay,3/31/22,2,Nicole,4:06,2
Blue Bay,3/31/22,2,Nicole,8:03,6
Blue Bay,3/31/22,2,Nicole,6:27,5
Blue Bay,3/31/22,2,Nicole,3:38,2
Blue Bay,3/31/22,2,Nicole,3:15,0
Blue Bay,3/31/22,2,Nicole,1:10,0
Blue Bay,3/31/22,2,Nicole,4:27,11
Blue Bay,3/31/22,2,Nicole,4:18,4
Blue Bay,3/31/22,2,Nicole,3:49,2
Blue Bay,3/31/22,2,Nicole,4:27,4
Blue Bay,3/31/22,2,Nicole,4:06,4
Blue Bay,3/31/22,2,Nicole,4:27,3
Blue Bay,3/31/22,2,Nicole,4:27,0
Blue Bay,3/31/22,2,Nicole,3:01,3
Blue Bay,3/31/22,2,Nicole,4:22,1
Blue Bay,3/31/22,2,Nicole,4:18,8
Blue Bay,3/31/22,2,Nicole,4:12,3
Blue Bay,3/31/22,2,Nicole,6:39,2
Blue Bay,3/31/22,2,Nicole,3:15,0
Blue Bay,3/31/22,2,Nicole,3:49,10
Blue Bay,3/31/22,2,Nicole,4:27,0
Blue Bay,3/31/22,2,Nicole,4:27,0
Blue Bay,3/31/22,2,Nicole,2:04,0
Blue Bay,3/31/22,2,Nicole,3:51,6
Blue Bay,3/31/22,2,Nicole,6:47,4
Blue Bay,3/31/22,2,Nicole,6:59,6
Blue Bay,3/31/22,2,Nicole,6:59,1
Blue Bay,3/31/22,2,Nicole,4:58,2
Blue Bay,3/31/22,2,Nicole,7:09,0
Blue Bay,3/31/22,2,Nicole,7:09,3
Blue Bay,3/31/22,2,Nicole,3:27,1
Blue Bay,3/31/22,2,Nicole,0:44,5
Blue Bay,3/31/22,2,Nicole,3:13,5
Blue Bay,3/31/22,2,Nicole,3:49,13
Blue Bay,3/31/22,2,Nicole,1:42,3
Blue Bay,3/31/22,2,Nicole,5:22,3
Blue Bay,3/31/22,2,Nicole,2:40,19
Blue Bay,3/31/22,2,Nicole,5:50,7
Blue Bay,3/31/22,2,Nicole,4:44,11
Blue Bay,3/31/22,2,Nicole,6:20,9
Blue Bay,3/31/22,2,Nicole,2:52,18
Blue Bay,3/31/22,2,Nicole,7:09,2
Blue Bay,3/31/22,2,Nicole,6:06,2
Blue Bay,3/31/22,2,Nicole,5:05,0
Blue Bay,3/31/22,2,Nicole,3:15,0
Blue Bay,3/31/22,2,Nicole,2:41,2
Blue Bay,3/31/22,2,Nicole,3:40,11
Blue Bay,3/31/22,2,Nicole,0:21,1
Blue Bay,3/31/22,2,Nicole,5:20,2
Blue Bay,3/31/22,2,Nicole,5:27,3
Blue Bay,3/31/22,2,Nicole,5:37,8
Blue Bay,3/31/22,2,Nicole,6:16,8
Blue Bay,3/31/22,2,Nicole,0:52,3
Blue Bay,3/31/22,2,Nicole,1:16,4
Blue Bay,3/31/22,2,Nicole,2:20,0
Blue Bay,3/31/22,2,Nicole,4:27,2
Blue Bay,3/31/22,2,Nicole,3:11,27
Blue Bay,3/31/22,2,Nicole,3:15,0
Blue Bay,3/31/22,2,Nicole,1:26,2
Blue Bay,3/31/22,2,Nicole,5:22,0
Blue Bay,3/31/22,2,Nicole,0:32,4
Blue Bay,3/31/22,2,Nicole,1:49,2
Blue Bay,3/31/22,2,Nicole,0:56,0
Blue Bay,3/31/22,2,Nicole,2:06,0
Blue Bay,3/31/22,2,Nicole,2:15,0
Blue Bay,3/31/22,2,Nicole,5:43,0
Blue Bay,3/31/22,2,Nicole,4:27,0
Blue Bay,3/31/22,2,Nicole,0:34,1
Blue Bay,3/31/22,2,Nicole,0:52,0
Blue Bay,3/31/22,2,Nicole,1:09,0
Blue Bay,3/31/22,2,Nicole,4:27,5
Blue Bay,3/31/22,2,Nicole,2:00,2
Blue Bay,3/31/22,2,Nicole,1:37,2
Blue Bay,3/31/22,2,Nicole,1:20,6
Blue Bay,3/31/22,2,Nicole,3:13,4
Blue Bay,3/31/22,2,Nicole,0:21,6
Blue Bay,3/31/22,2,Nicole,3:13,0
Blue Bay,3/31/22,2,Pieter,4:29,4
Blue Bay,3/31/22,2,Pieter,4:22,4
Blue Bay,3/31/22,2,Pieter,5:34,3
Blue Bay,3/31/22,2,Pieter,9:42,2
Blue Bay,3/31/22,2,Pieter,4:26,9
Blue Bay,3/31/22,2,Pieter,8:43,12
Blue Bay,3/31/22,2,Pieter,8:36,2
Blue Bay,3/31/22,2,Pieter,4:16,8
Blue Bay,3/31/22,2,Pieter,8:24,0
Blue Bay,3/31/22,2,Pieter,6:05,5
Blue Bay,3/31/22,2,Pieter,2:39,2
Blue Bay,3/31/22,2,Pieter,5:19,8
Blue Bay,3/31/22,2,Pieter,9:42,3
Blue Bay,3/31/22,2,Pieter,8:44,2
Blue Bay,3/31/22,2,Pieter,4:16,0
Blue Bay,3/31/22,2,Pieter,3:56,24
Blue Bay,3/31/22,2,Pieter,6:09,0
Blue Bay,3/31/22,2,Pieter,4:39,0
Blue Bay,3/31/22,2,Pieter,9:41,3
Blue Bay,3/31/22,2,Pieter,7:17,3
Blue Bay,3/31/22,2,Pieter,6:55,5
Blue Bay,3/31/22,2,Pieter,5:45,6
Blue Bay,3/31/22,2,Pieter,9:15,14
Blue Bay,3/31/22,2,Pieter,9:03,15
Blue Bay,3/31/22,2,Pieter,1:10,0
Blue Bay,3/31/22,2,Pieter,2:41,0
Blue Bay,3/31/22,2,Pieter,3:23,2
Blue Bay,3/31/22,2,Pieter,7:13,0
Blue Bay,3/31/22,2,Pieter,0:50,17
Blue Bay,3/31/22,2,Pieter,2:27,18
Blue Bay,3/31/22,2,Pieter,9:17,2
Blue Bay,3/31/22,2,Pieter,3:18,9
Blue Bay,3/31/22,5,Cheyenna,4:21,9
Blue Bay,3/31/22,5,Cheyenna,3:39,0
Blue Bay,3/31/22,5,Cheyenna,7:14,0
Blue Bay,3/31/22,5,Cheyenna,2:34,1
Blue Bay,3/31/22,5,Cheyenna,2:24,0
Blue Bay,3/31/22,5,Cheyenna,3:49,3
Blue Bay,3/31/22,5,Cheyenna,7:16,2
Blue Bay,3/31/22,5,Cheyenna,6:43,3
Blue Bay,3/31/22,5,Cheyenna,6:54,3
Blue Bay,3/31/22,5,Cheyenna,6:45,11
Blue Bay,3/31/22,5,Cheyenna,1:07,1
Blue Bay,3/31/22,5,Cheyenna,0:42,0
Blue Bay,3/31/22,5,Cheyenna,0:10,4
Blue Bay,3/31/22,5,Cheyenna,0:19,1
Blue Bay,3/31/22,5,Cheyenna,7:09,0
Blue Bay,3/31/22,5,Cheyenna,5:47,3
Blue Bay,3/31/22,5,Cheyenna,4:38,3
Blue Bay,3/31/22,5,Cheyenna,5:19,0
Blue Bay,3/31/22,5,Cheyenna,0:19,21
Blue Bay,3/31/22,5,Cheyenna,3:19,6
Blue Bay,3/31/22,5,Cheyenna,1:00,5
Blue Bay,3/31/22,5,Cheyenna,0:34,2
Blue Bay,3/31/22,5,Cheyenna,7:00,4
Blue Bay,3/31/22,5,Cheyenna,6:14,0
Blue Bay,3/31/22,5,Cheyenna,7:20,6
Blue Bay,3/31/22,5,Cheyenna,2:42,4
Blue Bay,3/31/22,5,Cheyenna,4:22,3
Blue Bay,3/31/22,5,Cheyenna,3:41,5
Blue Bay,3/31/22,5,Cheyenna,6:18,0
Blue Bay,3/31/22,5,Cheyenna,2:26,2
Blue Bay,3/31/22,5,Cheyenna,5:07,6
Blue Bay,3/31/22,5,Cheyenna,5:22,9
Blue Bay,3/31/22,5,Cheyenna,3:07,11
Blue Bay,3/31/22,5,Cheyenna,5:08,6
Blue Bay,3/31/22,5,Cheyenna,0:11,1
Blue Bay,3/31/22,5,Cheyenna,4:16,16
Blue Bay,3/31/22,5,Cheyenna,5:52,7
Blue Bay,3/31/22,5,Cheyenna,4:38,0
Blue Bay,3/31/22,5,Cheyenna,2:14,10
Blue Bay,3/31/22,5,Cheyenna,2:58,4
Blue Bay,3/31/22,5,Cheyenna,6:26,0
Blue Bay,3/31/22,5,Cheyenna,6:26,2
Blue Bay,3/31/22,5,Cheyenna,4:59,2
Blue Bay,3/31/22,5,Cheyenna,4:34,6
Blue Bay,3/31/22,5,Cheyenna,6:16,8
Blue Bay,3/31/22,5,Cheyenna,6:10,15
Blue Bay,3/31/22,5,Cheyenna,1:12,9
Blue Bay,3/31/22,5,Pieter,4:57,4
Blue Bay,3/31/22,5,Pieter,3:07,6
Blue Bay,3/31/22,5,Pieter,7:38,7
Blue Bay,3/31/22,5,Pieter,7:20,0
Blue Bay,3/31/22,5,Pieter,2:48,16
Blue Bay,3/31/22,5,Pieter,4:46,0
Blue Bay,3/31/22,5,Pieter,3:03,8
Blue Bay,3/31/22,5,Pieter,5:48,14
Blue Bay,3/31/22,5,Pieter,1:49,3
Blue Bay,3/31/22,5,Pieter,0:19,13
Blue Bay,3/31/22,5,Pieter,2:01,2
Blue Bay,3/31/22,5,Pieter,8:18,5
Blue Bay,3/31/22,5,Pieter,2:24,1
Blue Bay,3/31/22,5,Pieter,7:09,1
Blue Bay,3/31/22,5,Pieter,3:49,2
Blue Bay,3/31/22,5,Pieter,8:18,0
Blue Bay,3/31/22,5,Pieter,5:00,5
Blue Bay,3/31/22,5,Pieter,4:51,3
Blue Bay,3/31/22,5,Pieter,6:58,4
Blue Bay,3/31/22,5,Pieter,2:13,0
Blue Bay,3/31/22,5,Pieter,5:52,2
Blue Bay,3/31/22,5,Pieter,2:46,3
Blue Bay,3/31/22,5,Pieter,1:49,17
Boka Sami,4/22/22,2,Cheyenna,1:27,1
Boka Sami,4/22/22,2,Cheyenna,1:12,0
Boka Sami,4/22/22,2,Cheyenna,3:09,5
Boka Sami,4/22/22,2,Cheyenna,0:14,5
Boka Sami,4/22/22,2,Cheyenna,4:23,2
Boka Sami,4/22/22,2,Cheyenna,1:42,11
Boka Sami,4/22/22,2,Cheyenna,1:18,7
Boka Sami,4/22/22,2,Cheyenna,5:03,3
Boka Sami,4/22/22,2,Cheyenna,3:49,2
Boka Sami,4/22/22,2,Cheyenna,0:38,0
Boka Sami,4/22/22,2,Cheyenna,0:38,3
Boka Sami,4/22/22,2,Cheyenna,2:50,5
Boka Sami,4/22/22,2,Cheyenna,1:11,1
Boka Sami,4/22/22,2,Cheyenna,1:12,1
Boka Sami,4/22/22,2,Cheyenna,3:14,5
Boka Sami,4/22/22,2,Cheyenna,2:17,0
Boka Sami,4/22/22,2,Cheyenna,1:21,1
Boka Sami,4/22/22,2,Cheyenna,3:00,1
Boka Sami,4/22/22,2,Cheyenna,0:19,5
Boka Sami,4/22/22,2,Cheyenna,1:50,2
Boka Sami,4/22/22,2,Cheyenna,5:00,11
Boka Sami,4/22/22,2,Cheyenna,4:27,1
Boka Sami,4/22/22,2,Cheyenna,0:36,2
Boka Sami,4/22/22,2,Cheyenna,2:17,0
Boka Sami,4/22/22,2,Cheyenna,2:19,0
Boka Sami,4/22/22,2,Cheyenna,2:56,1
Boka Sami,4/22/22,2,Cheyenna,0:57,1
Boka Sami,4/22/22,2,Cheyenna,0:16,1
Boka Sami,4/22/22,2,Cheyenna,4:21,0
Boka Sami,4/22/22,2,Cheyenna,3:36,0
Boka Sami,4/22/22,2,Cheyenna,1:52,0
Boka Sami,4/22/22,2,Cheyenna,2:19,10
Boka Sami,4/22/22,2,Cheyenna,4:42,0
Boka Sami,4/22/22,2,Remon,5:26,0
Boka Sami,4/22/22,2,Remon,2:06,5
Boka Sami,4/22/22,2,Remon,2:20,0
Boka Sami,4/22/22,2,Remon,5:03,21
Boka Sami,4/22/22,2,Remon,2:03,0
Boka Sami,4/22/22,2,Remon,0:40,0
Boka Sami,4/22/22,2,Remon,2:53,0
Boka Sami,4/22/22,2,Remon,3:54,0
Boka Sami,4/22/22,2,Remon,4:46,11
Boka Sami,4/22/22,2,Remon,0:18,0
Boka Sami,4/22/22,2,Remon,3:16,1
Boka Sami,4/22/22,2,Remon,4:49,4
Boka Sami,4/22/22,2,Remon,3:32,0
Boka Sami,4/22/22,2,Remon,5:26,5
Boka Sami,4/22/22,2,Remon,3:50,6
Boka Sami,4/22/22,2,Remon,0:55,1
Boka Sami,4/22/22,2,Remon,2:26,0
Boka Sami,4/22/22,2,Remon,3:38,1
Boka Sami,4/22/22,2,Remon,2:15,0
Boka Sami,4/22/22,2,Remon,3:50,0
Boka Sami,4/22/22,2,Remon,2:56,0
Boka Sami,4/22/22,2,Remon,1:57,1
Boka Sami,4/22/22,2,Remon,5:21,0
Boka Sami,4/22/22,2,Remon,4:54,1
Boka Sami,4/22/22,2,Remon,3:10,0
Boka Sami,4/22/22,2,Remon,4:18,0
Boka Sami,4/22/22,2,Remon,0:40,0
Boka Sami,4/22/22,2,Remon,0:23,0
Boka Sami,4/22/22,2,Remon,4:54,4
Boka Sami,4/22/22,2,Remon,1:24,0
Boka Sami,4/22/22,2,Remon,4:54,0
Boka Sami,4/22/22,2,Remon,3:38,2
Boka Sami,4/22/22,2,Remon,3:06,0
Boka Sami,4/22/22,2,Remon,2:40,1
Boka Sami,4/22/22,2,Remon,0:23,0
Boka Sami,4/22/22,2,Remon,2:03,0
Boka Sami,4/22/22,2,Remon,3:36,1
Boka Sami,4/22/22,2,Remon,0:23,0
Boka Sami,4/22/22,2,Remon,0:52,0
Boka Sami,4/22/22,2,Remon,0:23,0
Boka Sami,4/22/22,2,Remon,4:43,0
Boka Sami,4/22/22,2,Remon,1:05,0
Boka Sami,4/22/22,2,Remon,5:35,5
Boka Sami,4/22/22,2,Remon,3:12,1
Boka Sami,4/22/22,2,Remon,5:26,0
Boka Sami,4/22/22,2,Remon,0:58,1
Boka Sami,4/22/22,2,Remon,2:40,0
Boka Sami,4/22/22,2,Remon,4:57,0
Boka Sami,4/22/22,5,Cheyenna,3:22,5
Boka Sami,4/22/22,5,Cheyenna,1:49,2
Boka Sami,4/22/22,5,Cheyenna,1:54,2
Boka Sami,4/22/22,5,Cheyenna,2:11,21
Boka Sami,4/22/22,5,Cheyenna,0:39,1
Boka Sami,4/22/22,5,Cheyenna,0:57,0
Boka Sami,4/22/22,5,Cheyenna,2:42,1
Boka Sami,4/22/22,5,Cheyenna,1:11,0
Boka Sami,4/22/22,5,Cheyenna,2:56,3
Boka Sami,4/22/22,5,Cheyenna,1:18,2
Boka Sami,4/22/22,5,Cheyenna,3:18,0
Boka Sami,4/22/22,5,Cheyenna,3:27,2
Boka Sami,4/22/22,5,Cheyenna,1:56,15
Boka Sami,4/22/22,5,Cheyenna,2:54,1
Boka Sami,4/22/22,5,Cheyenna,2:18,19
Boka Sami,4/22/22,5,Cheyenna,0:53,0
Boka Sami,4/22/22,5,Cheyenna,4:32,2
Boka Sami,4/22/22,5,Cheyenna,1:14,0
Boka Sami,4/22/22,5,Cheyenna,1:42,2
Boka Sami,4/22/22,5,Cheyenna,4:01,0
Boka Sami,4/22/22,5,Cheyenna,1:05,7
Boka Sami,4/22/22,5,Cheyenna,2:06,0
Boka Sami,4/22/22,5,Cheyenna,1:19,0
Boka Sami,4/22/22,5,Cheyenna,0:30,2
Boka Sami,4/22/22,5,Cheyenna,1:18,5
Boka Sami,4/22/22,5,Cheyenna,4:09,0
Boka Sami,4/22/22,5,Cheyenna,2:48,0
Boka Sami,4/22/22,5,Cheyenna,0:56,1
Boka Sami,4/22/22,5,Cheyenna,2:24,0
Boka Sami,4/22/22,5,Cheyenna,2:35,2
Boka Sami,4/22/22,5,Cheyenna,2:40,1
Boka Sami,4/22/22,5,Cheyenna,3:18,0
Boka Sami,4/22/22,5,Cheyenna,1:14,0
Boka Sami,4/22/22,5,Cheyenna,2:54,0
Boka Sami,4/22/22,5,Cheyenna,4:35,3
Boka Sami,4/22/22,5,Cheyenna,1:38,2
Boka Sami,4/22/22,5,Cheyenna,3:33,0
Boka Sami,4/22/22,5,Cheyenna,0:29,0
Boka Sami,4/22/22,5,Cheyenna,1:34,0
Boka Sami,4/22/22,5,Cheyenna,4:16,1
Boka Sami,4/22/22,5,Cheyenna,2:31,1
Boka Sami,4/22/22,5,Cheyenna,4:43,4
Boka Sami,4/22/22,5,Cheyenna,0:50,0
Boka Sami,4/22/22,5,Cheyenna,4:02,6
Boka Sami,4/22/22,5,Cheyenna,2:42,2
Boka Sami,4/22/22,5,Cheyenna,2:42,3
Boka Sami,4/22/22,5,Cheyenna,2:10,1
Boka Sami,4/22/22,5,Remon,0:25,3
Boka Sami,4/22/22,5,Remon,3:32,0
Boka Sami,4/22/22,5,Remon,3:46,0
Boka Sami,4/22/22,5,Remon,1:42,2
Boka Sami,4/22/22,5,Remon,4:54,2
Boka Sami,4/22/22,5,Remon,1:38,0
Boka Sami,4/22/22,5,Remon,3:10,0
Boka Sami,4/22/22,5,Remon,1:29,17
Boka Sami,4/22/22,5,Remon,0:39,0
Boka Sami,4/22/22,5,Remon,1:38,0
Boka Sami,4/22/22,5,Remon,0:14,1
Boka Sami,4/22/22,5,Remon,2:04,18
Boka Sami,4/22/22,5,Remon,2:04,1
Boka Sami,4/22/22,5,Remon,4:47,1
Boka Sami,4/22/22,5,Remon,0:49,8
Boka Sami,4/22/22,5,Remon,0:30,0
Boka Sami,4/22/22,5,Remon,0:25,0
Boka Sami,4/22/22,5,Remon,4:30,4
Boka Sami,4/22/22,5,Remon,4:06,0
Boka Sami,4/22/22,5,Remon,4:00,4
Boka Sami,4/22/22,5,Remon,3:39,3
Boobytrap,5/11/22,2,Cheyenna,1:44,4
Boobytrap,5/11/22,2,Cheyenna,2:15,0
Boobytrap,5/11/22,2,Cheyenna,2:24,0
Boobytrap,5/11/22,2,Cheyenna,2:36,3
Boobytrap,5/11/22,2,Cheyenna,1:38,2
Boobytrap,5/11/22,2,Cheyenna,3:55,1
Boobytrap,5/11/22,2,Cheyenna,0:18,0
Boobytrap,5/11/22,2,Cheyenna,2:46,0
Boobytrap,5/11/22,2,Cheyenna,1:27,0
Boobytrap,5/11/22,2,Cheyenna,2:24,0
Boobytrap,5/11/22,2,Cheyenna,2:17,0
Boobytrap,5/11/22,2,Cheyenna,2:17,2
Boobytrap,5/11/22,2,Cheyenna,1:48,1
Boobytrap,5/11/22,2,Cheyenna,0:59,0
Boobytrap,5/11/22,2,Cheyenna,1:18,0
Boobytrap,5/11/22,2,Cheyenna,1:24,0
Boobytrap,5/11/22,2,Cheyenna,0:32,6
Boobytrap,5/11/22,2,Cheyenna,0:36,6
Boobytrap,5/11/22,2,Cheyenna,3:10,1
Boobytrap,5/11/22,2,Cheyenna,1:53,2
Boobytrap,5/11/22,2,Cheyenna,0:15,0
Boobytrap,5/11/22,2,Cheyenna,0:20,1
Boobytrap,5/11/22,2,Cheyenna,0:53,0
Boobytrap,5/11/22,2,Cheyenna,0:29,4
Boobytrap,5/11/22,2,Cheyenna,2:24,0
Boobytrap,5/11/22,2,Cheyenna,2:27,3
Boobytrap,5/11/22,2,Cheyenna,1:51,5
Boobytrap,5/11/22,2,Cheyenna,3:54,2
Boobytrap,5/11/22,2,Cheyenna,2:39,6
Boobytrap,5/11/22,2,Cheyenna,1:47,6
Boobytrap,5/11/22,2,Cheyenna,1:13,1
Boobytrap,5/11/22,2,Cheyenna,1:50,2
Boobytrap,5/11/22,2,Cheyenna,2:54,0
Boobytrap,5/11/22,2,Cheyenna,2:25,3
Boobytrap,5/11/22,2,Cheyenna,4:09,0
Boobytrap,5/11/22,2,Cheyenna,2:24,0
Boobytrap,5/11/22,2,Cheyenna,0:25,0
Boobytrap,5/11/22,2,Cheyenna,2:09,21
Boobytrap,5/11/22,2,Cheyenna,3:12,1
Boobytrap,5/11/22,2,Cheyenna,2:40,1
Boobytrap,5/11/22,2,Cheyenna,0:46,0
Boobytrap,5/11/22,2,Cheyenna,3:10,0
Boobytrap,5/11/22,2,Cheyenna,2:54,0
Boobytrap,5/11/22,2,Pieter,2:44,10
Boobytrap,5/11/22,2,Pieter,2:43,0
Boobytrap,5/11/22,2,Pieter,1:45,8
Boobytrap,5/11/22,2,Pieter,2:55,0
Boobytrap,5/11/22,2,Pieter,0:25,0
Boobytrap,5/11/22,2,Pieter,0:20,0
Boobytrap,5/11/22,2,Pieter,0:37,2
Boobytrap,5/11/22,2,Pieter,2:47,0
Boobytrap,5/11/22,2,Pieter,3:25,5
Boobytrap,5/11/22,2,Pieter,1:30,2
Boobytrap,5/11/22,2,Pieter,3:00,0
Boobytrap,5/11/22,2,Pieter,1:30,2
Boobytrap,5/11/22,2,Pieter,2:44,1
Boobytrap,5/11/22,2,Pieter,1:56,5
Boobytrap,5/11/22,2,Pieter,2:37,0
Boobytrap,5/11/22,2,Pieter,2:34,4
Boobytrap,5/11/22,2,Pieter,1:34,2
Boobytrap,5/11/22,2,Pieter,1:44,1
Boobytrap,5/11/22,2,Pieter,3:27,0
Boobytrap,5/11/22,2,Pieter,1:25,0
Boobytrap,5/11/22,2,Pieter,0:26,0
Boobytrap,5/11/22,2,Pieter,0:43,0
Boobytrap,5/11/22,2,Pieter,1:00,3
Boobytrap,5/11/22,2,Pieter,2:11,0
Boobytrap,5/11/22,2,Pieter,3:28,1
Boobytrap,5/11/22,2,Pieter,1:38,1
